"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1383347248264736771,"Shah",-1,"2021-04-17 09:10:59","None",348,"Sun Apr 05 08:16:07 +0000 2020","Hyderabad, India",1246713165435392000,"None","RT @liteshri: Need urgent remdesivir vaccine for a patient in bhandara. The hospital doesn$q$t have it. Please help @InfoBhandara @bhandaradm…","beeing_shah",0,940,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347243629965315,"vijay",-1,"2021-04-17 09:10:58","None",88,"Wed Jul 05 18:14:37 +0000 2017","None",882664026991349760,"None","RT @priesterspr: The deaths can’t be eclipsed by the vaccinations. I don’t use the classic definition of vaccination, because is an experim…","vijay09038126",0,72,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347243567124484,"Renee Ahlstedt🌸",-1,"2021-04-17 09:10:58","None",377,"Tue Apr 20 19:01:22 +0000 2010","London ",135242746,"None","RT @InProportion2: Tucker Carlson: “If the vaccine works, why are the vaccinated still banned from living normal lives?”  $q$Either it works,…","ahlstedt69",0,210,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347234075418629,"பகலவன்🖤❤️",-1,"2021-04-17 09:10:56","None",2107,"Tue Jan 17 17:38:55 +0000 2017","Chennai, India",821411491781844992,"None","RT @Inferno1510: My Mom is a Cancer Survivor. Doing well after Taking the Vaccine. We are much indebted to Modern medicine for all her prog…","PagalavanPani",0,1993,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347234746425344,"Tonnam",-1,"2021-04-17 09:10:56","None",405,"Mon Sep 25 13:58:14 +0000 2017","None",912315307728896000,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","tn_chuda",0,22,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347230602534914,"Dhananjoy Amin",-1,"2021-04-17 09:10:55","None",729,"Sun Jun 04 15:48:42 +0000 2017","None",871393278545072128,"None","RT @Kaalateetham: Covid Appropriate Behaviour is the only shield we have against this virus &amp; Vaccination is the only weapon to reach herd…","dhananjay_amin",0,84,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347224139108359,"=͟͟͞͞♡볼;빵빵🤹🏻‍♀️",-1,"2021-04-17 09:10:54","None",277,"Fri Mar 06 07:11:50 +0000 2020","SEVENTEEN$q$s carat 💖💙✨",1235825331732279297,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","awesome__a",0,14,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347225690984448,"Dr. D.K. Yadav",-1,"2021-04-17 09:10:54","None",546,"Fri May 02 16:00:02 +0000 2014","अंबिकापुर, भारत",2474217392,"None","RT @Saket_Badola: Phenology is the study of life cycle events of living organisms.  Since the timing of these biological events are influen…","onlyforestry",0,117,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347225690984448,"Dr. D.K. Yadav",-1,"2021-04-17 09:10:54","None",546,"Fri May 02 16:00:02 +0000 2014","अंबिकापुर, भारत",2474217392,"None","RT @Saket_Badola: Phenology is the study of life cycle events of living organisms.  Since the timing of these biological events are influen…","onlyforestry",0,117,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347227263868930,"11",-1,"2021-04-17 09:10:54","None",432,"Tue Oct 07 16:33:32 +0000 2014","; rvv / bnk48 / sakura / miru",2843790794,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","elevengirlx",0,54,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347220330676226,"นกเซ่💚 ขายคุกกี้ ขายครีมเพียว",-1,"2021-04-17 09:10:53","None",776,"Sun Jan 09 13:07:33 +0000 2011","None",235949254,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","vuaa",0,492,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347220804620291,"Germann Arlington",1229752606714728454,"2021-04-17 09:10:53","None",30,"Wed Jun 19 16:39:16 +0000 2013","Aberdare, Wales",1531324416,"None","@mi6rogue In what way is $q$stick your fucking vaccine up your arse$q$ anti-science?","GArlington1966",0,147,1373300666962210822,0,"None","None","JS Listener","None","mi6rogue","vaccine ",1
1383347217994424324,"Melody 🇬🇧🇬🇧",-1,"2021-04-17 09:10:52","None",734,"Mon Aug 15 00:27:43 +0000 2011","Garden of England",355200519,"None","RT @DailyExposeNews: BREAKING - All pregnant women to be offered Covid Vaccine even though there has been an 850% increase in number of wom…","melody6592",0,419,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347217994424324,"Melody 🇬🇧🇬🇧",-1,"2021-04-17 09:10:52","None",734,"Mon Aug 15 00:27:43 +0000 2011","Garden of England",355200519,"None","RT @DailyExposeNews: BREAKING - All pregnant women to be offered Covid Vaccine even though there has been an 850% increase in number of wom…","melody6592",0,419,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347211203878921,"⋆",-1,"2021-04-17 09:10:51","None",161,"Fri Dec 04 05:43:51 +0000 2020","None",1334735077939429379,"None","RT @Kendogdoll: A one in a million chance of severe side effect happened due to vaccine. But because it’s unregistered, it’s none of our bu…","ssh4dyy",0,10,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347211270979590,"RC",-1,"2021-04-17 09:10:51","None",195,"Wed Dec 06 06:47:04 +0000 2017","None",938298729446215681,"None","RT @AHQ600: China will help Pakistan develop its own single-dose vaccine to fight d Covid-19 pandemic. Pakistan was among the 1st countries…","Raymond27103745",0,219,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347211132571654,"Ray Anderson",-1,"2021-04-17 09:10:51","None",3946,"Sat Jul 23 18:36:38 +0000 2011","Land of the Prince Bishops  ",341054145,"None","RT @Cornish_Damo: Well done NHS staff for $q$playing a blinder$q$ &amp; getting the vaccine rolled out, now get back to normal work I$q$m fed up wait…","brand_Le4der",0,2466,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347211853914113,"แพรรี่เจ้าตุ่นปากเป็ด",-1,"2021-04-17 09:10:51","None",43,"Wed Jan 04 04:04:14 +0000 2017","None",816495428896059393,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","phearchaya",0,3,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347213191901186,"Arpit Gandhi-Appu",-1,"2021-04-17 09:10:51","None",1033,"Mon Feb 11 07:53:17 +0000 2019","Padra, India",1094866949090234368,"None","RT @CMOGuj: In its fight to curb the spread of Corona virus, Gujarat administers over 1 crore doses of vaccine against COVID-19 across the…","iarpitgandhi",0,1921,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347202232242176,"someoldguy",-1,"2021-04-17 09:10:49","None",882,"Sun Feb 06 10:37:10 +0000 2011","Taunton, England",248145799,"None","RT @Fox_Claire: This is what successful campaigning looks like. Seems Gov has scrapped plans to introduce vaccine passports to attend vario…","donifordace",0,2372,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347204211892234,"Giselle #FBPE #FBPPR",-1,"2021-04-17 09:10:49","None",4663,"Sun Apr 12 19:04:56 +0000 2009","England for now.",30700854,"None","Spain Preparing to Permit Restriction-Free Travel for Vaccine Certificate Holders From June https://t.co/UJTfvgWra5 via @schengen_info","giselle97",0,4617,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347201993105414,"baby boo",-1,"2021-04-17 09:10:48","None",476,"Mon Nov 21 06:57:28 +0000 2011","None",417663175,"None","RT @Ghows: Sinovac vaccine has shown to have up to 100% efficacy to protect you from getting moderate to severe COVID-19.  This is the most…","PuteriSarah_",0,634,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347193843576839,"Mamta",-1,"2021-04-17 09:10:47","None",116,"Mon Apr 01 12:28:55 +0000 2019","None",1112693322051575808,"None","RT @virsanghvi: The PM is ordering oxygen, increasing vaccine production, importing vaccines etc. So where was he for so many weeks when we…","Nayab28814527",0,26,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347196775395331,"เฮททูเดอะโอ",-1,"2021-04-17 09:10:47","None",490,"Thu Jan 07 02:51:41 +0000 2010","지훈 너만보여 ",102554951,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","numthanutcha",0,860,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347190551040006,"😇 Dr Shoonya 😇",86302457,"2021-04-17 09:10:46","None",1562,"Sun Dec 18 08:32:52 +0000 2011","None",439858534,"None","@GreatHeretic @4n0nV All over the world irrespective of vaccine.  Cynicism is ok. Being Unscientific can$q$t be ok","hitlerbai",0,4809,1383346827391496196,0,"None","None","JS Listener","None","GreatHeretic","vaccine ",1
1383347190857306116,"ทีเบ 🥕🐰",-1,"2021-04-17 09:10:46","None",218,"Wed Jul 04 11:00:13 +0000 2018","None",1014463889428234241,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","thisistteebae",0,1469,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347190945304581,"Blanche Neverhaux 🇨🇦🇬🇩🇧🇧",21106414,"2021-04-17 09:10:46","None",266,"Mon Nov 21 12:30:08 +0000 2016","Canada",800677676893622272,"None","@CTVMontreal All this while the public has begun vaccination since January? One of two things, either the vaccine does not protect against the variants or the first dose doesn’t offer enough protection.","BNeverhaux",0,143,1383295424589561858,0,"None","None","JS Listener","None","CTVMontreal","vaccine ",1
1383347187392782338,"The PDP Group®",-1,"2021-04-17 09:10:45","None",31,"Tue Jan 28 12:19:48 +0000 2014","India",2315411324,"None","Let$q$s unite and #Vaccinate! Together, we can overcome the #COVID19 pandemic! #VaccinesSaveLives #WearAMask https://t.co/3oEWMlEidU","ThePDPGroup",0,134,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347189305335811,"kirakiki |||🌙✨",-1,"2021-04-17 09:10:45","None",236,"Mon Sep 23 14:47:30 +0000 2013","England, United Kingdom",1897480866,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","jkkr8895",0,80,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347189213122562,"Saleyha Ahsan 💙🖤",139754252,"2021-04-17 09:10:45","None",7597,"Tue Sep 01 14:29:30 +0000 2009","London",70692354,"None","@IJRumsey Beggars belief - this is so seriously wrong. The NHS drove the vaccine work - that is why it has been so successful. If control of the situation with the double mutant strain from India is not stopped from getting into UK  lockdowns will be back. It$q$s insane. It$q$s dangerous.","SaleyhaAhsan",0,8371,1383341462230749185,0,"None","None","JS Listener","None","IJRumsey","vaccine ",1
1383347183391416322,"George Kolostoumpis",-1,"2021-04-17 09:10:44","None",4291,"Fri Oct 16 13:19:17 +0000 2009","None",82876025,"None","RT @pfizer: Join us today for a conversation about efforts to help vaccinate Americans. https://t.co/RdYJyNYVWL","gkolost",0,1818,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347184058322947,"kitty",-1,"2021-04-17 09:10:44","None",222,"Wed Dec 16 06:17:14 +0000 2020","None",1339092136281731072,"None","RT @pcrclaims: Dear citizens amazing we have a vaccine ready. However it won’t finish its trials for another 2 years so we’ve given it an e…","kitty81183528",0,132,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347184939139075,"mucwexii",-1,"2021-04-17 09:10:44","None",814,"Thu Sep 27 08:51:58 +0000 2012","Kampala",848921419,"None","This why they will have to force to get vaccinated.","mucweXii",0,1500,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347177120944133,"Jim Path",57441414,"2021-04-17 09:10:43","None",206,"Wed Sep 09 13:22:12 +0000 2020","None",1303685071191396352,"None","@ZubyMusic Don$q$t forget the shill academics trying to force vaccine passports on people. Dominic Wilkinson receives huge money from Bill &amp; Melinda Gates Foundation then goes on @LBC to try and promote vaccine passports and eventually medical apartheid   https://t.co/uOz2Gs64fX","PathJim",0,50,1383331468714205192,0,"None","None","JS Listener","None","ZubyMusic","vaccine ",1
1383347176852516864,"harv056",-1,"2021-04-17 09:10:42","None",496,"Thu Aug 28 17:05:52 +0000 2008","None",16029493,"None","RT @Fox_Claire: This is what successful campaigning looks like. Seems Gov has scrapped plans to introduce vaccine passports to attend vario…","harv056",0,192,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347162747084804,"David McRedmond",580076904,"2021-04-17 09:10:39","None",274,"Sun Nov 24 16:32:50 +0000 2019","None",1198640526892969985,"None","@PatLeahyIT Great article. An abundance of caution is too much. We need to build momentum now in the vaccine programme.","DavidMcredmond",0,1735,1383341639536574465,0,"None","None","JS Listener","None","PatLeahyIT","vaccine ",1
1383347156229054465,"Alamgir, CSP, CRSP",452830010,"2021-04-17 09:10:38","None",414,"Sun Feb 26 19:41:32 +0000 2012","New York, USA",504901216,"None","@Asad_Umar Very good move &amp; appreciate Govt$q$s remarkable efforts 2prevent outbreak of covid-19. Many overseas Pakis stuck in Pakistan due to travel restrictions in their resident countries. We will appreciate ur action to instantly start vaccination for overseas Pakis to return back safely.","alamgirmuhmmad",0,138,1383344157951856643,0,"None","None","JS Listener","None","Asad_Umar","vaccine ",1
1383347158774996992,"K",-1,"2021-04-17 09:10:38","None",1807,"Mon Dec 14 16:14:39 +0000 2020","None",1338517718387937288,"None","RT @Kendogdoll: A one in a million chance of severe side effect happened due to vaccine. But because it’s unregistered, it’s none of our bu…","PointMHD",0,1434,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347153309818886,"ออกแถลงการณ์จากเมืองทิพย์",-1,"2021-04-17 09:10:37","None",315,"Mon Dec 07 14:54:39 +0000 2015","ประเทศไทย",4487005454,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","nnuuttaacchh",0,75,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347153989296130,"Renee Ahlstedt🌸",-1,"2021-04-17 09:10:37","None",377,"Tue Apr 20 19:01:22 +0000 2010","London ",135242746,"None","RT @pcrclaims: Dear citizens amazing we have a vaccine ready. However it won’t finish its trials for another 2 years so we’ve given it an e…","ahlstedt69",0,210,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347154945658892,"Ankit Bisht",-1,"2021-04-17 09:10:37","None",102,"Wed Jun 07 07:00:40 +0000 2017","None",872347560719118338,"None","RT @MeghUpdates: No Haj without Two #COVID19Vaccine doses : Haj Committee of India  PS : Adhar/Document Must for Vaccination","Anku90Bisht",0,11,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347155411234818,"David Watson",1944466748,"2021-04-17 09:10:37","None",89,"Tue Mar 17 20:50:28 +0000 2015","UK",3093365651,"None","@toryboypierce @LBC They should definitely be urging the government not to introduce vaccine passports. Choice is the foundations to democracy, and ours is being eroded.","OfficialDWatson",0,413,1383337962239250434,0,"None","None","JS Listener","None","toryboypierce","vaccine ",1
1383347144506019841,"Sid Smith 🇪🇺 #FBPE 🐟 #RejoinEU 3.5%",-1,"2021-04-17 09:10:35","None",9038,"Mon Jan 16 17:51:55 +0000 2017","#LeaveALightOn #StopFascism",821052375360217088,"None","RT @other_mrs: I try to get my head around these anti lockdown, anti mask, anti vaccine arseholes then I remember that these c**ts invariab…","cuibono2016",0,10036,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347140273983489,"Lumos SK",1322461729540829185,"2021-04-17 09:10:34","None",200,"Mon Jul 20 20:04:03 +0000 2020","None",1285304435208605700,"None","@AnirudhFan10 Nothing works with 100% but vaccine REDUCE the risk of getting COVID and they also reduce the risk of having serious complications as a result of the infection","sk_lumos",0,155,1383346044637876236,0,"None","None","JS Listener","None","AnirudhFan10","vaccine ",1
1383347136322957317,"Thank! U! for! dislike! me!",-1,"2021-04-17 09:10:33","None",281,"Sat Aug 15 12:24:01 +0000 2015","None",3315882474,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","KisstheclearSky",0,276,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347137174401026,"Kristina Jenei",-1,"2021-04-17 09:10:33","None",1448,"Fri Aug 21 23:32:39 +0000 2015","Vancouver, British Columbia",3322987117,"None","RT @aminadibi: 1/15 New preprint: Benefits of continuing immunization of front-line workers in BC with the #AstraZeneca COVID19 vaccine far…","kjmeetswrld",0,523,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347138160041985,"penbahhrom",-1,"2021-04-17 09:10:33","None",95,"Fri Dec 13 15:34:32 +0000 2013","None",2244083311,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","tutoahhhhhhhhhh",0,42,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347133655392258,"WTH??",-1,"2021-04-17 09:10:32","None",785,"Mon May 10 14:00:16 +0000 2010","None",142295687,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","FleurAliz",0,112,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347128148262916,"GAURAV KUMAR SHIVHAR",-1,"2021-04-17 09:10:31","None",487,"Mon Nov 03 12:30:19 +0000 2014","Jaipur, India",2888553835,"None","RT @ARanganathan72: Do list what you need and for which vaccine - CoviShield or your future endeavour Novavax.  Because all Covishield raw…","shivharegaurav1",0,73,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347123089858567,"A`Jan€",-1,"2021-04-17 09:10:30","None",101,"Fri May 06 12:20:08 +0000 2011","Bangkok, Thailand",294033478,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","AJane_APW",0,923,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347123538731015,"น้ามมองร็อคเวิลตาปุด",-1,"2021-04-17 09:10:30","None",642,"Mon Oct 19 14:46:55 +0000 2009","ตาปุดโฮม",83615201,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","PompinRocks",0,114,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347123836518400,"ηανєєη ρяαвαкαяαη",-1,"2021-04-17 09:10:30","None",378,"Sat Feb 13 11:08:55 +0000 2010","None",113891892,"None","RT @Inferno1510: My Mom is a Cancer Survivor. Doing well after Taking the Vaccine. We are much indebted to Modern medicine for all her prog…","drcnpkaran",0,866,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347126642438149,"อย่าร้องไห้",-1,"2021-04-17 09:10:30","None",425,"Thu Mar 15 13:32:41 +0000 2018","None",974277203230801925,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","bwbnormal",0,9,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347120455905280,"Motoko Rich",52089472,"2021-04-17 09:10:29","None",3907,"Mon Jun 29 15:34:08 +0000 2009","Japan",52089472,"None","Nowhere is the slow vaccine campaign a greater risk than in Japan, which is contending with a rise in cases and deaths as the start of the postponed Tokyo Olympics is less than 100 days away. Our story w/ @livia_ar @imakiky  https://t.co/qjcFUSAA8n @livia","motokorich",0,40425,1383346571555729414,0,"None","None","JS Listener","None","motokorich","vaccine ",1
1383347122284621827,"🥷",-1,"2021-04-17 09:10:29","None",230,"Thu Nov 01 15:06:56 +0000 2018","None",1058012519757864960,"None","RT @cepnang: Pro-Vax                             Anti-Vax                          🤝                                          Not getting v…","fznjmiii",0,265,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347111010263047,"Peter HICKEY",155704077,"2021-04-17 09:10:27","None",50,"Tue Jun 18 18:39:55 +0000 2019","England, United Kingdom",1141052939395588096,"None","@BillEtheridgeuk Climate change, Covid ? $q$If someone is trying to ‘save me’ against my will, I’m instantly wary and ready to fight back$q$ Great phrase from this article on creeping communism.  https://t.co/3ph7beW6JQ","PeterHI09614868",0,73,1383143273179586563,0,"None","None","JS Listener","None","BillEtheridgeuk","vaccine ",1
1383347111010263047,"Peter HICKEY",155704077,"2021-04-17 09:10:27","None",50,"Tue Jun 18 18:39:55 +0000 2019","England, United Kingdom",1141052939395588096,"None","@BillEtheridgeuk Climate change, Covid ? $q$If someone is trying to ‘save me’ against my will, I’m instantly wary and ready to fight back$q$ Great phrase from this article on creeping communism.  https://t.co/3ph7beW6JQ","PeterHI09614868",0,73,1383143273179586563,0,"None","None","JS Listener","None","BillEtheridgeuk","vaccine ",1
1383347113250091018,"David 💙",4918921463,"2021-04-17 09:10:27","None",293,"Wed Mar 02 07:50:02 +0000 2016","Glasgow, Scotland",704936788687765505,"None","@jumjumrum @GothicBlue @toptim77 @STVNews It ABSOLUTELY DOES NOT SUGGEST THAT! The 99.99999% dominant strain in the U.K. is the U.K. variant. It works perfectly against that. She categorically says it’s imperative people continue to get the AZ vaccine","dcairns199",0,121,1383343658875772934,0,"None","None","JS Listener","None","jumjumrum","vaccine ",1
1383347113698873351,"🦋🎮คุณ🌹อัน🥖🌻",-1,"2021-04-17 09:10:27","None",438,"Sun Apr 24 15:57:47 +0000 2011","รับบทแม่ TRI_BE",287237698,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","AhnBella",0,664,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347113556209666,"peetc",3794682452,"2021-04-17 09:10:27","None",423,"Fri Dec 29 09:19:26 +0000 2017","None",946671994392711168,"None","@WHOWPRO Dr Mike Yeadon was Pfizer’s chief science officer and vice-president of Allergy &amp; Respiratory Research, and also part of their global research and development team.  There is absolutely no need for vaccines to extinguish the pandemic — Dr Mike Yeadon.  https://t.co/t6xx9Z8unE","peetc42",0,156,1383340786738077705,0,"None","None","JS Listener","None","WHOWPRO","vaccine ",1
1383347106748919815,"Frontline LH",-1,"2021-04-17 09:10:26","None",790,"Thu Sep 12 08:26:45 +0000 2013","Warwickshire, UK",1856754757,"None","Vaccination No. 1 done. Last time I had a vaccination I went to the Maldives... #LooksRoundHopefully https://t.co/6a3DnZvKqE","FrontlineLH",0,2419,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347102416203777,"superspringer333",-1,"2021-04-17 09:10:25","None",629,"Sat Dec 04 20:46:47 +0000 2010","iPhone: 44.468506,-80.801033",222913405,"None","RT @DonaldWelsh16: According to the Ontario Science Table, Gov DeSantis is spreading dangerous conspiracy theories. He believes that vaccin…","SuperSpringer3",0,202,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347100562325504,": Wish U all the best 🎉:",-1,"2021-04-17 09:10:24","None",564,"Wed Jan 31 17:40:49 +0000 2018","Chiang Mai, Thailand",958756971456311299,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","NeuNG_Supa",0,16,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347101166301185,"Darren Lalor",15084853,"2021-04-17 09:10:24","None",124,"Wed Sep 23 20:04:36 +0000 2020","None",1308859769571217423,"None","@IrishTimes Obviously something is wrong with the latest Vaccination Programme if @DonnellyStephen is seeking to change it so soon.  A complete shambles all the Covid-19 vaccination programmes have been.","LalorDarren",0,62,1383340870393491456,0,"None","None","JS Listener","None","IrishTimes","vaccine ",1
1383347093457170433,"TahalkaExpress",-1,"2021-04-17 09:10:23","None",9,"Wed Dec 16 06:55:59 +0000 2020","Lucknow",1339101844816052224,"None","केंद्रीय स्वास्थ्य और परिवार कल्याण मंत्रालय की रिपोर्ट्स के अनुसार, भारत में पिछले 24 घंटे में कोरोना वायरस वैक्सीन की 30 लाख से ज़्यादा डोज़ लगाई गईं। देश में अब वैक्सीनेशन का कुल आंकड़ा 12 करोड़ के क़रीब(11,99,37,641) पहुंच गया है।  #vaccinated #vaccination #coronavirus https://t.co/dsVFqneaQB","tahalka_express",0,67,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347097110343687,"Tara",-1,"2021-04-17 09:10:23","None",1361,"Tue Jul 10 10:08:04 +0000 2012","Dublin City, Ireland",631938435,"None","RT @JurassicArse: I$q$m not engaging with this vaccinate the under 30s discourse because it is clearly just another attempt to get us to tear…","_Tara_Mooney",0,469,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347085387333639,"Business | IG Marketing",-1,"2021-04-17 09:10:21","None",26,"Sat Feb 20 16:05:31 +0000 2021","None",1363157797324681216,"None","RT @MeghUpdates: No Haj without Two #COVID19Vaccine doses : Haj Committee of India  PS : Adhar/Document Must for Vaccination","businesaspirant",0,13,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383347088461688833,"KANG 文艾☀️",-1,"2021-04-17 09:10:21","None",730,"Sat May 22 10:41:21 +0000 2010","Thailand",146795312,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","Qzbaine",0,71,-1,0,"None","None","JS Listener","None","None","vaccine ",1
